Country,Year,Emission,Category
European Union,1997,4216524.733,Carbon Dioxide 
European Union,1996,4304793.283,Carbon Dioxide 
European Union,1995,4204480.856,Carbon Dioxide 
European Union,1994,4161321.317,Carbon Dioxide 
European Union,1993,4177106.509,Carbon Dioxide 
European Union,1992,4259922.812,Carbon Dioxide 
European Union,1991,4403723.161,Carbon Dioxide 
European Union,1990,4462205.145,Carbon Dioxide 
Finland,2014,47597.73353,Carbon Dioxide 
Finland,2013,51834.69674,Carbon Dioxide 
Finland,2012,50983.27288,Carbon Dioxide 
Finland,2011,56478.74559,Carbon Dioxide 
Finland,2010,63828.01823,Carbon Dioxide 
Finland,2009,55635.58277,Carbon Dioxide 
Finland,2008,58461.63302,Carbon Dioxide 
Finland,2007,66531.72081,Carbon Dioxide 
Finland,2006,68201.906,Carbon Dioxide 
Finland,2005,56912.31489,Carbon Dioxide 
Finland,2004,68821.81289,Carbon Dioxide 
Finland,2003,72522.59019,Carbon Dioxide 
Finland,2002,64946.46821,Carbon Dioxide 
Finland,2001,62442.64007,Carbon Dioxide 
Finland,2000,56973.35053,Carbon Dioxide 
Finland,1999,58872.9308,Carbon Dioxide 
Finland,1998,59351.49815,Carbon Dioxide 
Finland,1997,62698.08679,Carbon Dioxide 
Finland,1996,64038.9222,Carbon Dioxide 
Finland,1995,58126.24754,Carbon Dioxide 
Finland,1994,61696.38533,Carbon Dioxide 
Finland,1993,56333.26799,Carbon Dioxide 
Finland,1992,54264.37931,Carbon Dioxide 
Finland,1991,55187.17945,Carbon Dioxide 
Finland,1990,56950.84818,Carbon Dioxide 
France,2014,341152.5315,Carbon Dioxide 
France,2013,369985.5945,Carbon Dioxide 
France,2012,370491.1537,Carbon Dioxide 
France,2011,368183.4384,Carbon Dioxide 
France,2010,394235.6741,Carbon Dioxide 
France,2009,383957.6243,Carbon Dioxide 
France,2008,401878.8647,Carbon Dioxide 
France,2007,408508.5899,Carbon Dioxide 
France,2006,417662.6789,Carbon Dioxide 
France,2005,428557.6102,Carbon Dioxide 
France,2004,423168.6361,Carbon Dioxide 
France,2003,422312.8845,Carbon Dioxide 
France,2002,413569.2479,Carbon Dioxide 
France,2001,417864.7056,Carbon Dioxide 
France,2000,417116.5447,Carbon Dioxide 
France,1999,420506.322,Carbon Dioxide 
France,1998,429051.4999,Carbon Dioxide 
France,1997,407475.1118,Carbon Dioxide 
France,1996,414013.0701,Carbon Dioxide 
France,1995,401571.2255,Carbon Dioxide 
France,1994,394536.9624,Carbon Dioxide 
France,1993,394334.8338,Carbon Dioxide 
France,1992,414955.0768,Carbon Dioxide 
France,1991,425042.9207,Carbon Dioxide 
France,1990,400652.624,Carbon Dioxide 
Germany,2014,792902.788,Carbon Dioxide 
Germany,2013,835792.6323,Carbon Dioxide 
